SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
ROHLTD,Royal Orchid Hotels Limited,EQ,06-Feb-06,10,1,INE283H01019,10
ROLEXRINGS,Rolex Rings Limited,EQ,09-Aug-21,1,1,INE645S01024,1
ROSSARI,Rossari Biotech Limited,EQ,23-Jul-20,2,1,INE02A801020,2
ROSSTECH,Rossell Techsys Limited,EQ,09-Dec-24,2,1,INE0OJW01016,2
ROTO,Roto Pumps Limited,EQ,21-Apr-22,1,1,INE535D01037,1
ROUTE,ROUTE MOBILE LIMITED,EQ,21-Sep-20,10,1,INE450U01017,10
RPEL,Raghav Productivity Enhancers Limited,EQ,08-Aug-24,10,1,INE912T01018,10
RPGLIFE,RPG Life Sciences Limited,EQ,10-Jun-08,8,1,INE105J01010,8
RPOWER,Reliance Power Limited,EQ,11-Feb-08,10,1,INE614G01033,10
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-Dec-10,10,1,INE324L01013,10
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-Jan-19,10,1,INE425Y01011,10
RPTECH,Rashi Peripherals Limited,EQ,14-Feb-24,5,1,INE0J1F01024,5
RRKABEL,R R Kabel Limited,EQ,20-Sep-23,5,1,INE777K01022,5
RSL,Rajputana Stainless Limited,EQ,19-Mar-26,10,1,INE313L01016,10
RSYSTEMS,R Systems International Limited,EQ,26-Apr-06,1,1,INE411H01032,1
RTNINDIA,RattanIndia Enterprises Limited,EQ,30-Jul-12,2,1,INE834M01019,2
RTNPOWER,RattanIndia Power Limited,EQ,30-Oct-09,10,1,INE399K01017,10
RUBICON,Rubicon Research Limited,EQ,16-Oct-25,1,1,INE506V01022,1
RUCHIRA,Ruchira Papers Limited,EQ,20-Dec-06,10,1,INE803H01014,10
RUPA,Rupa & Company Limited,EQ,07-Dec-11,1,1,INE895B01021,1
RUSHIL,Rushil Decor Limited,EQ,07-Jul-11,1,1,INE573K01025,1
RUSTOMJEE,Keystone Realtors Limited,EQ,24-Nov-22,10,1,INE263M01029,10
RVNL,Rail Vikas Nigam Limited,EQ,11-Apr-19,10,1,INE415G01027,10
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-Sep-25,2,1,INE13B501022,2
SAFARI,Safari Industries (India) Limited,EQ,12-Sep-19,2,1,INE429E01023,2
SAGCEM,Sagar Cements Limited,EQ,29-Jan-07,2,1,INE229C01021,2
SAGILITY,SAGILITY LIMITED,EQ,12-Nov-24,10,1,INE0W2G01015,10
SAHYADRI,Sahyadri Industries Limited,EQ,06-Apr-23,10,1,INE280H01015,10
SAIL,Steel Authority of India Limited,EQ,06-Jul-95,10,1,INE114A01011,10
SAILIFE,Sai Life Sciences Limited,EQ,18-Dec-24,1,1,INE570L01029,1
SAIPARENT,Sai Parenterals Limited,EQ,02-Apr-26,5,1,INE0H9F01037,5
SAKAR,Sakar Healthcare Limited,EQ,11-Apr-19,10,1,INE732S01012,10
SAKSOFT,Saksoft Limited,EQ,09-May-05,1,1,INE667G01023,1
SALASAR,Salasar Techno Engineering Limited,EQ,25-Jul-17,1,1,INE170V01027,1
SALSTEEL,S.A.L. Steel Limited,EQ,24-Nov-04,10,1,INE658G01014,10
SALZERELEC,Salzer Electronics Limited,EQ,02-Dec-15,10,1,INE457F01013,10
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-Jul-25,10,1,INE12NJ01018,10
SAMHI,Samhi Hotels Limited,EQ,22-Sep-23,1,1,INE08U801020,1
SAMMAANCAP,Sammaan Capital Limited,EQ,23-Jul-13,2,1,INE148I01020,2
SANATHAN,Sanathan Textiles Limited,EQ,27-Dec-24,10,1,INE0JPD01013,10
SANDHAR,Sandhar Technologies Limited,EQ,02-Apr-18,10,1,INE278H01035,10
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-Sep-23,10,1,INE149K01016,10
SANGAMIND,Sangam (India) Limited,EQ,17-Jul-96,10,1,INE495C01010,10
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-Jan-07,1,1,INE989A01032,1
SANOFI,Sanofi India Limited,EQ,19-May-03,10,1,INE058A01010,10
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-Sep-24,10,1,INE0UOS01011,10
SANSERA,Sansera Engineering Limited,EQ,24-Sep-21,2,1,INE953O01021,2
SANSTAR,Sanstar Limited,EQ,26-Jul-24,2,1,INE08NE01025,2
SAPPHIRE,Sapphire Foods India Limited,EQ,18-Nov-21,2,1,INE806T01020,2
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-Dec-09,1,1,INE385C01021,1
SAREGAMA,Saregama India Limited,EQ,30-Jul-97,1,1,INE979A01025,1
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-Jan-07,1,1,INE453D01025,1
SASKEN,Sasken Technologies Limited,EQ,09-Sep-05,10,1,INE231F01020,10
SATIA,Satia Industries Limited,EQ,17-Jul-19,1,1,INE170E01023,1
SATIN,Satin Creditcare Network Limited,EQ,26-Aug-15,10,1,INE836B01017,10
SAURASHCEM,Saurashtra Cement Limited,EQ,27-Feb-24,10,1,INE626A01014,10
SBC,SBC Exports Limited,EQ,23-Nov-21,1,1,INE04AK01028,1
SBCL,Shivalik Bimetal Controls Limited,EQ,24-Jun-21,2,1,INE386D01027,2
SBFC,SBFC Finance Limited,EQ,16-Aug-23,10,1,INE423Y01016,10
SBICARD,SBI Cards and Payment Services Limited,EQ,16-Mar-20,10,1,INE018E01016,10
SBIFUNDS,SBI Funds Management Limited,EQ,21-Jul-26,1,1,INE640G01020,1
SBILIFE,SBI Life Insurance Company Limited,EQ,03-Oct-17,10,1,INE123W01016,10
SBIN,State Bank of India,EQ,01-Mar-95,1,1,INE062A01020,1
SCHAEFFLER,Schaeffler India Limited,EQ,29-Nov-00,2,1,INE513A01022,2
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-Mar-12,2,1,INE839M01018,2
SCI,Shipping Corporation Of India Limited,EQ,13-Aug-97,10,1,INE109A01011,10
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-Mar-24,10,1,INE0PB301013,10
SCODATUBES,Scoda Tubes Limited,EQ,04-Jun-25,10,1,INE090501011,10
SCPL,Sheetal Cool Products Limited,EQ,22-Nov-22,10,1,INE501Y01019,10
SDBL,Som Distilleries & Breweries Limited,EQ,18-Mar-14,2,1,INE480C01038,2
SEAMECLTD,Seamec Limited,EQ,28-Jun-95,10,1,INE497B01018,10
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,11-Mar-26,10,1,INE00XB01019,10
SEIL,Shanti Educational Initiatives Limited,EQ,20-Apr-26,1,1,INE440T01028,1
SEJALLTD,Sejal Glass Limited,EQ,13-Dec-21,10,1,INE955I01044,10
SELMC,SEL Manufacturing Company Limited,EQ,26-Oct-21,10,1,INE105I01020,10
SENCO,Senco Gold Limited,EQ,14-Jul-23,5,1,INE602W01027,5
SENORES,Senores Pharmaceuticals Limited,EQ,30-Dec-24,10,1,INE0RB801010,10
SEPC,SEPC Limited,EQ,20-Feb-08,10,1,INE964H01014,10
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-Sep-21,1,1,INE782X01033,1
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-Mar-95,2,1,INE630A01024,2
SETL,Standard Engineering Technology Limited,EQ,13-Jan-25,10,1,INE0M4D01010,10
SFL,Sheela Foam Limited,EQ,09-Dec-16,5,1,INE916U01025,5
SGFIN,SG Finserve Limited,EQ,05-Aug-25,10,1,INE618R01015,10
SGIL,Synergy Green Industries Limited,EQ,28-Jul-21,10,1,INE00QT01015,10
SGMART,SG Mart Limited,EQ,12-Sep-25,1,1,INE385F01024,1
SGRL,Shree Ganesh Remedies Limited,EQ,17-Aug-26,10,1,INE414Y01015,10
SHADOWFAX,Shadowfax Technologies Limited,EQ,28-Jan-26,10,1,INE12UN01015,10
SHAHALLOYS,Shah Alloys Limited,EQ,16-Jun-05,10,1,INE640C01011,10
SHAILY,Shaily Engineering Plastics Limited,EQ,04-Apr-22,2,1,INE151G01028,2
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-Jan-15,10,1,INE908D01010,10
SHALBY,Shalby Limited,EQ,15-Dec-17,10,1,INE597J01018,10
SHANKARA,Shankara Building Products Limited,EQ,05-Apr-17,10,1,INE274V01019,10
SHANTIGEAR,Shanthi Gears Limited,EQ,17-Jan-96,1,1,INE631A01022,1
SHANTIGOLD,Shanti Gold International Limited,EQ,01-Aug-25,10,1,INE06ZD01017,10
SHARDACROP,Sharda Cropchem Limited,EQ,23-Sep-14,10,1,INE221J01015,10
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-Sep-15,2,1,INE597I01028,2
SHAREINDIA,Share India Securities Limited,EQ,21-Sep-20,2,1,INE932X01026,2
SHILCTECH,Shilchar Technologies Limited,EQ,24-Nov-25,10,1,INE024F01011,10
SHILPAMED,Shilpa Medicare Limited,EQ,03-Dec-09,1,1,INE790G01031,1
SHINDL,Sharat Industries Limited,EQ,20-Apr-26,10,1,INE220Z01013,10
SHIPROCKET,Shiprocket Limited,EQ,19-Aug-26,10,1,INE0FOO01011,10
SHIVAUM,Shiv Aum Steels Limited,EQ,14-Nov-25,10,1,INE719F01016,10
SHK,S H Kelkar and Company Limited,EQ,16-Nov-15,10,1,INE500L01026,10
SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-05,5,1,INE498B01024,5
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,10,1,INE232A01011,10
SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-95,10,1,INE070A01015,10
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-Aug-25,10,1,INE1B6101010,10
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-15,10,1,INE712K01011,10
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-Sep-25,10,1,INE1B3L01017,10
SHRIPISTON,SPR Auto Technologies Limited,EQ,02-Jun-16,10,1,INE526E01018,10
SHRIRAMFIN,Shriram Finance Limited,EQ,11-Dec-96,2,1,INE721A01047,2
SHRIRAMPPS,Shriram Properties Limited,EQ,20-Dec-21,10,1,INE217L01019,10
SHUKRAPHAR,Shukra Pharmaceuticals Limited,EQ,14-Aug-26,1,1,INE551C01044,1
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-Jun-21,10,1,INE810G01011,10
SIEMENS,Siemens Limited,EQ,06-Sep-95,2,1,INE003A01024,2
SIGACHI,Sigachi Industries Limited,EQ,15-Nov-21,1,1,INE0D0K01022,1
SIGMA,Sigma Solve Limited,EQ,09-Jun-23,1,1,INE0A0S01028,1
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,19-Jul-07,10,1,INE933B01012,10
SIGNATURE,Signatureglobal (India) Limited,EQ,27-Sep-23,1,1,INE903U01023,1
SIGNPOST,Signpost India Limited,EQ,14-Feb-24,2,1,INE0KGZ01021,2
SIKA,Sika Interplant Systems Limited,EQ,20-Apr-26,2,1,INE438E01032,2
SILGO,Silgo Retail Limited,EQ,03-Mar-21,10,1,INE01II01013,10
SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-Jul-20,10,1,INE203Y01012,10
SILVERTUC,Silver Touch Technologies Limited,EQ,12-May-22,2,1,INE625X01026,2
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-04,2,1,INE059B01024,2
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-Jun-23,1,1,INE325D01025,1
SINGERIND,Singer India Limited,EQ,19-Mar-26,2,1,INE638A01035,2
SIRCA,Sirca Paints India Limited,EQ,22-Jul-19,10,1,INE792Z01011,10
SIS,SIS LIMITED,EQ,10-Aug-17,5,1,INE285J01028,5
SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-07,2,1,INE076B01028,2
SJS,S.J.S. Enterprises Limited,EQ,15-Nov-21,10,1,INE284S01014,10
SJVN,SJVN Limited,EQ,20-May-10,10,1,INE002L01015,10
SKFINDIA,SKF India Limited,EQ,27-Jan-99,10,1,INE640A01023,10
SKFINDUS,SKF India (Industrial) Limited,EQ,05-Dec-25,10,1,INE2J8701016,10
SKIPPER,Skipper Limited,EQ,27-May-15,1,1,INE439E01022,1
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-97,5,1,INE411D01023,5
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-Jan-23,10,1,INE01IU01018,10
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-Jul-25,10,1,INE0NAZ01010,10
SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-21,2,1,INE103C01036,2
SMLMAH,SML Mahindra Limited,EQ,29-Aug-03,10,1,INE294B01019,10
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-07,1,1,INE812G01025,1
SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-14,10,1,INE734N01019,10
SOBHA,Sobha Limited,EQ,20-Dec-06,10,1,INE671H01015,10
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-18,10,1,INE624Z01016,10
SOLARINDS,Solar Industries India Limited,EQ,03-Apr-06,2,1,INE343H01029,2
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-Sep-25,5,1,INE0TY101024,5
SOLEX,Solex Energy Limited,EQ,08-Oct-25,10,1,INE880Y01017,10
SOMANYCERA,Somany Ceramics Limited,EQ,22-Nov-95,2,1,INE355A01028,2
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10,1,INE073K01018,10
SONAMLTD,SONAM LIMITED,EQ,07-Apr-22,5,1,INE00LM01029,5
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-99,1,1,INE269A01021,1
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-95,2,1,INE035D01020,2
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-98,1,1,INE683A01023,1
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-Apr-19,10,1,INE980Y01015,10
SPAL,S. P. Apparels Limited,EQ,12-Aug-16,10,1,INE212I01016,10
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10,1,INE572J01011,10
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1,1,INE232I01014,1
SPELS,SPEL Semiconductor Limited,EQ,17-Aug-26,10,1,INE252A01019,10
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10,1,INE147A01011,10
SPLPETRO,Supreme Petrochem Limited,EQ,24-May-22,2,1,INE663A01033,2
SPMLINFRA,SPML Infra Limited,EQ,14-Feb-96,2,1,INE937A01023,2
SPORTKING,Sportking India Limited,EQ,24-Aug-22,1,1,INE885H01029,1
SREEL,Sreeleathers Limited,EQ,01-Jan-14,10,1,INE099F01013,10
SRF,SRF Limited,EQ,18-Aug-03,10,1,INE647A01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-07,10,1,INE917H01012,10
SRM,SRM Contractors Limited,EQ,03-Apr-24,10,1,INE0R6Z01013,10
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-05,1,1,INE802C01033,1
STANLEY,Stanley Lifestyles Limited,EQ,28-Jun-24,2,1,INE01A001028,2
STAR,Strides Pharma Science Limited,EQ,02-Feb-00,10,1,INE939A01011,10
STARCEMENT,Star Cement Limited,EQ,16-Jun-17,1,1,INE460H01021,1
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,10,1,INE575P01011,10
STEELCAS,Steelcast Limited,EQ,23-Nov-21,1,1,INE124E01038,1
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,1,1,INE503B01021,1
STLNETWORK,STL Networks Limited,EQ,04-Sep-25,2,1,INE1VXE01018,2
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-21,10,1,INE00IN01015,10
STUDDS,Studds Accessories Limited,EQ,07-Nov-25,5,1,INE00Q601028,5
STYL,Seshaasai Technologies Limited,EQ,30-Sep-25,10,1,INE04VU01023,10
STYLAMIND,Stylam Industries Limited,EQ,02-Aug-21,5,1,INE239C01020,5
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-Sep-24,5,1,INE01FR01028,5
STYRENIX,Styrenix Performance Materials Limited,EQ,29-Mar-95,10,1,INE189B01011,10
SUBEXLTD,Subex Limited,EQ,05-Nov-20,5,1,INE754A01055,5
SUBROS,Subros Limited,EQ,13-Jul-05,2,1,INE287B01021,2
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-95,2,1,INE659A01023,2
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-Nov-25,1,1,INE0QPI01025,1
SULA,Sula Vineyards Limited,EQ,22-Dec-22,2,1,INE142Q01026,2
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-20,10,1,INE258G01013,10
SUNCLAY,Sundaram Clayton Limited,EQ,29-Dec-23,5,1,INE0Q3R01026,5
SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-98,10,1,INE660A01013,10
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-00,1,1,INE387A01021,1
SUNDROP,Sundrop Brands Limited,EQ,06-Dec-02,10,1,INE209A01019,10
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,10,1,INE947A01014,10
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-95,1,1,INE044A01036,1
SUNTECK,Sunteck Realty Limited,EQ,13-Nov-09,1,1,INE805D01034,1
SUNTV,Sun TV Network Limited,EQ,24-Apr-06,5,1,INE424H01027,5
SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-05,1,1,INE399C01030,1
SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-95,2,1,INE195A01028,2
SUPREMEINF,Supreme Infrastructure India Limited,EQ,18-Oct-07,10,1,INE550H01011,10
SUPRIYA,Supriya Lifescience Limited,EQ,28-Dec-21,2,1,INE07RO01027,2
SURAJEST,Suraj Estate Developers Limited,EQ,26-Dec-23,5,1,INE843S01025,5
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-Dec-24,2,1,INE877V01027,2
SURYAROSNI,Surya Roshni Limited,EQ,10-May-95,5,1,INE335A01020,5
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,10,1,INE428Q01011,10
SUVEN,Suven Life Sciences Limited,EQ,23-Oct-03,1,1,INE495B01038,1
SUYOG,Suyog Telematics Limited,EQ,20-Aug-24,10,1,INE442P01014,10
SUZLON,Suzlon Energy Limited,EQ,19-Oct-05,2,1,INE040H01021,2
SWANCORP,SWAN CORP LIMITED,EQ,29-May-12,1,1,INE665A01038,1
SWARAJ,Swaraj Suiting Limited,EQ,13-Aug-26,10,1,INE0GMR01016,10
SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-95,10,1,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,EQ,09-May-06,10,1,INE409B01013,10
SWIGGY,Swiggy Limited,EQ,13-Nov-24,1,1,INE00H001014,1
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-Aug-19,1,1,INE00M201021,1
SYMPHONY,Symphony Limited,EQ,15-Jun-11,2,1,INE225D01027,2
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-Nov-22,1,1,INE312C01025,1
SYNGENE,Syngene International Limited,EQ,11-Aug-15,10,1,INE398R01022,10
SYRMA,Syrma SGS Technology Limited,EQ,26-Aug-22,10,1,INE0DYJ01015,10
TAALTECH,Taal Tech Limited,EQ,20-Apr-26,10,1,INE524T01011,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,2,1,INE586B01026,2
TAKE,TAKE Limited,EQ,27-Aug-07,1,1,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-06,2,1,INE187D01029,2
TANLA,Tanla Platforms Limited,EQ,05-Jan-07,1,1,INE483C01032,1
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-Apr-24,2,1,INE555Z01020,2
TARC,TARC Limited,EQ,18-Dec-20,2,1,INE0EK901012,2
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,1,1,INE763I01026,1
TARSONS,Tarsons Products Limited,EQ,26-Nov-21,2,1,INE144Z01023,2
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-17,10,1,INE488B01017,10
TATACAP,Tata Capital Limited,EQ,13-Oct-25,10,1,INE976I01016,10
TATACHEM,Tata Chemicals Limited,EQ,01-Apr-99,10,1,INE092A01019,10
TATACOMM,Tata Communications Limited,EQ,12-Apr-95,10,1,INE151A01013,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,1,1,INE192A01025,1
TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-03,10,1,INE670A01012,10
TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-98,1,1,INE672A01026,1
TATAPOWER,Tata Power Company Limited,EQ,03-Apr-96,1,1,INE245A01021,1
TATASTEEL,Tata Steel Limited,EQ,18-Nov-98,1,1,INE081A01020,1
TATATECH,Tata Technologies Limited,EQ,30-Nov-23,2,1,INE142M01025,2
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,10,1,INE0GK401011,10
TBOTEK,TBO Tek Limited,EQ,15-May-24,1,1,INE673O01025,1
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-12,10,1,INE760L01018,10
TCC,TCC Concept Limited,EQ,25-Feb-26,10,1,INE887D01016,10
TCI,Transport Corporation of India Limited,EQ,21-Jan-02,2,1,INE688A01022,2
TCIEXP,TCI Express Limited,EQ,15-Dec-16,2,1,INE586V01016,2
TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-17,10,1,INE822C01015,10
TCS,Tata Consultancy Services Limited,EQ,25-Aug-04,1,1,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-11,2,1,INE419M01027,2
TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-16,10,1,INE985S01024,10
TECHM,Tech Mahindra Limited,EQ,28-Aug-06,5,1,INE669C01036,5
TECHNOCRAF,Technocraft Ventures Limited,EQ,14-Aug-26,10,1,INE1D0W01018,10
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-18,2,1,INE285K01026,2
TEGA,Tega Industries Limited,EQ,13-Dec-21,10,1,INE011K01018,10
TEJASNET,Tejas Networks Limited,EQ,27-Jun-17,10,1,INE010J01012,10
TEMBO,Tembo Global Industries Limited,EQ,23-Apr-21,1,1,INE869Y01028,1
TENNIND,Tenneco Clean Air India Limited,EQ,19-Nov-25,10,1,INE19RI01016,10
TERASOFT,Tera Software Limited,EQ,29-Dec-16,10,1,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-04,1,1,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-10,10,1,INE141K01013,10
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-11,1,1,INE621L01012,1
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,2,1,INE305A01023,2
TGVSL,TGV Sraac Limited,EQ,17-Aug-26,10,1,INE284B01028,10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-10,10,1,INE085J01014,10
THEJO,Thejo Engineering Limited,EQ,10-Oct-23,10,1,INE121N01019,10
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-Jun-25,10,1,INE0AQ201015,10
THEMISMED,Themis Medicare Limited,EQ,02-Apr-07,1,1,INE083B01024,1
THERMAX,Thermax Limited,EQ,30-Aug-95,2,1,INE152A01029,2
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-Jun-00,1,1,INE332A01027,1
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-Jan-12,10,1,INE480M01011,10
THYROCARE,Thyrocare Technologies Limited,EQ,09-May-16,10,1,INE594H01019,10
TI,Tilaknagar Industries Limited,EQ,16-Jul-10,10,1,INE133E01013,10
TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-07,10,1,INE545H01011,10
TIINDIA,Tube Investments of India Limited,EQ,02-Nov-17,1,1,INE974X01010,1
TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-07,1,1,INE508G01029,1
TIMEX,Timex Group India Limited,EQ,20-Apr-26,1,1,INE064A01026,1
TIMKEN,Timken India Limited,EQ,06-Feb-07,10,1,INE325A01013,10
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-Apr-25,10,1,INE015C01016,10
TIPSFILMS,Tips Films Limited,EQ,06-Oct-22,10,1,INE0LQS01015,10
TIPSMUSIC,Tips Music Limited,EQ,10-Nov-00,1,1,INE716B01029,1
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-03,1,1,INE338A01024,1
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-Apr-08,2,1,INE615H01020,2
TITAN,Titan Company Limited,EQ,24-Sep-04,1,1,INE280A01028,1
TMB,Tamilnad Mercantile Bank Limited,EQ,15-Sep-22,10,1,INE668A01016,10
TMCV,Tata Motors Limited,EQ,12-Nov-25,2,1,INE1TAE01010,2
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-Jul-98,2,1,INE155A01022,2
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,10,1,INE148A01019,10
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,10,1,INE107A01015,10
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,5,1,INE685A01028,5
TORNTPOWER,Torrent Power Limited,EQ,28-Nov-06,10,1,INE813H01021,10
TPLPLASTEH,TPL Plastech Limited,EQ,20-May-15,2,1,INE413G01022,2
TRANSRAILL,Transrail Lighting Limited,EQ,27-Dec-24,2,1,INE454P01035,2
TRAVELFOOD,Travel Food Services Limited,EQ,14-Jul-25,1,1,INE103V01028,1
TRENT,Trent Limited,EQ,07-Jun-04,1,1,INE849A01020,1
TRF,TRF Limited,EQ,26-Mar-10,10,1,INE391D01019,10
TRIDENT,Trident Limited,EQ,21-Feb-01,1,1,INE064C01022,1
TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-11,1,1,INE152M01016,1
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-05,1,1,INE256C01024,1
TRUALT,TruAlt Bioenergy Limited,EQ,03-Oct-25,10,1,INE0MWH01014,10
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-Mar-18,5,1,INE202Z01029,5
TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-15,10,1,INE910C01018,10
TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-99,1,1,INE690A01028,1
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,10,1,INE517B01013,10
TURTLEMINT,Turtlemint Fintech Solutions Limited,EQ,29-Jun-26,1,1,INE0OC301013,1
TVSELECT,TVS Electronics Limited,EQ,26-Dec-03,10,1,INE236G01019,10
TVSHLTD,TVS Holdings Limited,EQ,23-Oct-12,5,1,INE105A01035,5
TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-00,1,1,INE494B01023,1
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-Aug-23,1,1,INE395N01027,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-07,10,1,INE421C01016,10
UBL,United Breweries Limited,EQ,28-Jul-08,1,1,INE686F01025,1
UCOBANK,UCO Bank,EQ,09-Oct-03,10,1,INE691A01018,10
